species_scientific,age_years,dbh_cm,height_m,source_for_growth
Tectona grandis,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,13,29.71,23.7,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,14,30.4,24.41,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,15,30.99,25.04,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,16,31.5,25.6,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,17,31.94,26.1,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,18,32.31,26.54,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,19,32.64,26.93,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,20,32.92,27.28,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,21,33.16,27.59,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,22,33.36,27.86,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,23,33.54,28.1,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,24,33.69,28.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,25,33.83,28.51,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,26,33.94,28.68,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,27,34.04,28.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,28,34.12,28.96,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,29,34.19,29.08,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia arjuna,30,34.26,29.18,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,1,4.4,2.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,2,8.2,5.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,3,11.46,7.56,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,4,14.27,9.53,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,5,16.69,11.28,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,6,18.77,12.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,7,20.56,14.21,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,8,22.1,15.43,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,9,23.42,16.51,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,10,24.57,17.47,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,11,25.55,18.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,12,26.4,19.08,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,13,27.12,19.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,14,27.75,20.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,15,28.29,20.87,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,16,28.75,21.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,17,29.15,21.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,18,29.5,22.12,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,19,29.79,22.44,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,20,30.05,22.73,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,21,30.27,22.99,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,22,30.46,23.22,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,23,30.62,23.42,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,24,30.76,23.6,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,25,30.88,23.76,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,26,30.98,23.9,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,27,31.07,24.02,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,28,31.15,24.13,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,29,31.21,24.23,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Terminalia catappa,30,31.27,24.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,1,3.41,1.7,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,2,6.35,3.2,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,3,8.88,4.53,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,4,11.05,5.72,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,5,12.92,6.77,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,6,14.54,7.7,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,7,15.92,8.52,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,8,17.12,9.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,9,18.14,9.91,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,10,19.03,10.48,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,11,19.79,10.99,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,12,20.45,11.45,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,13,21.01,11.85,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,14,21.5,12.2,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,15,21.91,12.52,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,16,22.27,12.8,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,17,22.58,13.05,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,18,22.85,13.27,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,19,23.08,13.47,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,20,23.28,13.64,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,21,23.45,13.79,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,22,23.59,13.93,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,23,23.72,14.05,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,24,23.83,14.16,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,25,23.92,14.25,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,26,24.0,14.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,27,24.07,14.41,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,28,24.13,14.48,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,29,24.18,14.54,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Delonix regia,30,24.22,14.59,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,1,4.4,2.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,2,8.2,5.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,3,11.46,7.56,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,4,14.27,9.53,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,5,16.69,11.28,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,6,18.77,12.83,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,7,20.56,14.21,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,8,22.1,15.43,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,9,23.42,16.51,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,10,24.57,17.47,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,11,25.55,18.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,12,26.4,19.08,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,13,27.12,19.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,14,27.75,20.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,15,28.29,20.87,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,16,28.75,21.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,17,29.15,21.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,18,29.5,22.12,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Samanea saman,19,29.79,22.44,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
